input,target
generate dimana: Bangau merasa sangat kedinginan di tengah rawa.,Di mana Bangau merasa ?
generate siapa: Bangau mengangkat kaki kanannya ke arah atas.,Siapa yang mengangkat kaki kanan nya ke arah atas?
generate apa: Bangau mengangkat kaki kanannya ke arah atas.,Apa yang Bangau angkat ke arah atas?
generate kemana: Bangau mengangkat kaki kanannya ke arah atas.,Ke mana Bangau mengangkat kaki kanan nya?
generate siapa: Bangau menyembunyikan kaki kanan di balik sayapnya.,Siapa yang menyembunyikan kaki kanan di balik sayap?
generate apa: Bangau menyembunyikan kaki kanan di balik sayapnya.,Apa yang Bangau sembunyikan di balik sayap?
generate dimana: Bangau menyembunyikan kaki kanan di balik sayapnya.,Di mana Bangau menyembunyikan kaki kanan?
generate apa: Sayap tebal menghangatkan kaki kanan burung bangau.,Apa yang menghangatkan kaki kanan burung bangau?
generate siapa: Bangau berdiri seimbang menggunakan satu kaki kiri.,Siapa yang berdiri menggunakan satu kaki kiri seimbang?
generate apa: Bangau berdiri seimbang menggunakan satu kaki kiri.,Apa yang Bangau dirikan seimbang?
generate apa: Beberapa saat kemudian kaki kiri terasa dingin.,Apa yang terasa beberapa saat kemudian dingin?
generate kapan: Beberapa saat kemudian kaki kiri terasa dingin.,Kapan kaki kiri terasa ?
generate siapa: Bangau menurunkan kaki kanannya kembali ke air.,Siapa yang menurunkan kembali kaki kanan nya ke air?
generate apa: Bangau menurunkan kaki kanannya kembali ke air.,Apa yang Bangau turuni ke air?
generate kemana: Bangau menurunkan kaki kanannya kembali ke air.,Ke mana Bangau menurunkan kembali kaki kanan nya?
generate siapa: Bangau berganti mengangkat kaki kirinya ke atas.,Siapa yang berganti mengangkat kaki kiri nya ke atas?
generate apa: Bangau berganti mengangkat kaki kirinya ke atas.,Apa yang Bangau ganti ke atas?
generate kemana: Bangau berganti mengangkat kaki kirinya ke atas.,Ke mana Bangau berganti mengangkat kaki kiri nya?
generate siapa: Bangau menghangatkan kaki kiri di balik bulu.,Siapa yang menghangatkan kaki kiri di balik bulu?
generate apa: Bangau menghangatkan kaki kiri di balik bulu.,Apa yang Bangau hangatkan di balik bulu?
generate dimana: Bangau menghangatkan kaki kiri di balik bulu.,Di mana Bangau menghangatkan kaki kiri?
generate apa: Cara ini membuat bangau tidak merasa kedinginan.,Apa yang membuat bangau tidak?
generate siapa: Bangau tetap bisa mengawasi ikan di air.,Siapa yang bisa mengawasi ikan tetap di air?
generate apa: Bangau tetap bisa mengawasi ikan di air.,Apa yang Bangau awasi tetap di air?
generate dimana: Bangau tetap bisa mengawasi ikan di air.,Di mana Bangau bisa mengawasi ikan?
generate apa: Seekor ikan lele berenang mendekati kaki bangau.,Apa yang berenang mendekati kaki bangau?
generate apa: Seekor ikan lele berenang mendekati kaki bangau.,Apa yang Seekor ikan lele renangi?
generate siapa: Bangau mematuk ikan lele menggunakan paruh panjangnya.,Siapa yang mematuk menggunakan paruh panjang nya?
generate siapa: Bangau menelan ikan itu dengan gerakan cepat.,Siapa yang menelan ikan itu dengan gerakan cepat?
generate apa: Bangau menelan ikan itu dengan gerakan cepat.,Apa yang Bangau telan dengan gerakan cepat?
generate siapa: Bangau menemukan cara terbaik mencari makan siang.,Siapa yang menemukan cara terbaik?
generate apa: Burung bangau lain meniru cara berdiri tersebut.,Apa yang Burung bangau lain tiru?
generate siapa: Zebra dahulu memiliki bulu berwarna putih polos.,Siapa yang memiliki bulu dahulu?
generate apa: Zebra dahulu memiliki bulu berwarna putih polos.,Apa yang Zebra miliki dahulu?
generate siapa: Zebra bermain bersama babon di padang rumput.,Siapa yang bermain bersama babon di padang rumput?
generate dimana: Zebra bermain bersama babon di padang rumput.,Di mana Zebra bermain ?
generate apa: Cuaca hari itu bersinar sangat terik sekali.,Apa yang bersinar sangat terik sekali?
generate siapa: Zebra merasa kehausan setelah berlarian mengejar teman.,Siapa yang merasa berlarian teman?
generate apa: Zebra merasa kehausan setelah berlarian mengejar teman.,Apa yang Zebra rasa?
generate siapa: Zebra melihat sebuah genangan kolam air kecil.,Siapa yang melihat sebuah genangan kolam air kecil?
generate apa: Zebra melihat sebuah genangan kolam air kecil.,Apa yang Zebra lihat?
generate siapa: Babon sedang minum di pinggir kolam itu.,Siapa yang sedang minum di pinggir kolam itu?
generate dimana: Babon sedang minum di pinggir kolam itu.,Di mana Babon sedang minum ?
generate siapa: Zebra meminta izin untuk ikut minum air.,Siapa yang meminta ikut air?
generate apa: Zebra meminta izin untuk ikut minum air.,Apa yang Zebra pinta?
generate siapa: Babon melarang zebra mendekati genangan kolam air.,Siapa yang melarang mendekati genangan kolam air?
generate apa: Babon melarang zebra mendekati genangan kolam air.,Apa yang Babon melarangi?
generate siapa: Babon mengklaim kolam itu sebagai miliknya sendiri.,Siapa yang mengklaim kolam itu sebagai milik sendiri?
generate apa: Babon mengklaim kolam itu sebagai miliknya sendiri.,Apa yang Babon klaim sebagai milik sendiri?
generate siapa: Zebra tetap melangkah maju menuju arah air.,Siapa yang melangkah tetap maju menuju arah air?
generate siapa: Babon marah lalu menyerang zebra putih itu.,Siapa yang marah menyerang zebra putih itu?
generate apa: Babon marah lalu menyerang zebra putih itu.,Apa yang Babon marah?
generate siapa: Mereka berkelahi di dekat api unggun pemburu.,Siapa yang berkelahi di dekat api unggun pemburu?
generate dimana: Mereka berkelahi di dekat api unggun pemburu.,Di mana Mereka berkelahi ?
generate apa: Kayu bakar di api unggun masih menyala.,Apa yang menyala masih di api unggun?
generate dimana: Kayu bakar di api unggun masih menyala.,Di mana Kayu bakar menyala ?
generate siapa: Babon mendorong zebra dengan sangat keras sekali.,Siapa yang mendorong zebra?
generate apa: Babon mendorong zebra dengan sangat keras sekali.,Apa yang Babon dorong?
generate apa: Tubuh zebra membentur tumpukan sisa kayu bakar.,Apa yang membentur tumpukan sisa kayu bakar?
generate apa: Tubuh zebra membentur tumpukan sisa kayu bakar.,Apa yang Tubuh zebra bentur?
generate apa: Kayu arang hitam menempel di bulu zebra.,Apa yang menempel di bulu zebra?
generate dimana: Kayu arang hitam menempel di bulu zebra.,Di mana Kayu arang hitam menempel ?
generate siapa: Zebra melompat menjauhi tumpukan api unggun panas.,Siapa yang melompat menjauhi tumpukan api unggun panas?
generate apa: Zebra melompat menjauhi tumpukan api unggun panas.,Apa yang Zebra lompati?
generate apa: Bulu putih zebra kini memiliki garis hitam.,Apa yang memiliki garis hitam kini?
generate apa: Bulu putih zebra kini memiliki garis hitam.,Apa yang Bulu putih zebra miliki kini?
generate apa: Garis-garis hitam itu tidak bisa hilang dicuci.,Apa yang bisa hilang dicuci tidak?
generate siapa: Zebra berlari menuju semak hutan untuk bersembunyi.,Siapa yang berlari bersembunyi menuju semak hutan?
generate siapa: Zebra menyadari sesuatu yang sangat ajaib terjadi.,Siapa yang menyadari sesuatu yang sangat ajaib terjadi?
generate apa: Zebra menyadari sesuatu yang sangat ajaib terjadi.,Apa yang Zebra sadari?
generate apa: Garis hitam membantunya bersembunyi di rimbunan semak.,Apa yang membantu bersembunyi nya di rimbunan semak?
generate apa: Garis hitam membantunya bersembunyi di rimbunan semak.,Apa yang Garis hitam bantui di rimbunan semak?
generate dimana: Garis hitam membantunya bersembunyi di rimbunan semak.,Di mana Garis hitam membantu bersembunyi nya?
generate siapa: Singa tidak bisa melihat zebra dengan jelas.,Siapa yang bisa melihat zebra tidak dengan jelas?
generate apa: Singa tidak bisa melihat zebra dengan jelas.,Apa yang Singa lihat tidak dengan jelas?
generate siapa: Zebra merasa bangga dengan bulu belangnya sekarang.,Siapa yang merasa bangga dengan bulu belang sekarang?
generate apa: Zebra merasa bangga dengan bulu belangnya sekarang.,Apa yang Zebra rasa dengan bulu belang sekarang?
generate apa: Katak hijau dahulu berjalan seperti seekor kadal.,Apa yang berjalan dahulu seperti seekor kadal?
generate siapa: Katak merayap perlahan di atas tanah basah.,Siapa yang merayap perlahan di atas tanah basah?
generate apa: Kaki belakang katak berukuran sangat pendek sekali.,Apa yang berukuran sangat pendek sekali?
generate siapa: Katak sedang mencari serangga terbang siang ini.,Siapa yang sedang mencari serangga terbang siang ini?
generate apa: Seekor lalat hinggap di atas batu besar.,Apa yang hinggap di atas batu besar?
generate dimana: Seekor lalat hinggap di atas batu besar.,Di mana Seekor lalat hinggap ?
generate apa: Katak merayap mendekati lalat itu sangat pelan.,Apa yang mendekati lalat itu pelan?
generate apa: Gerakan merayap katak ternyata terlalu lambat laun.,Apa yang lambat ternyata terlalu laun?
generate apa: Lalat keburu terbang menjauhi batu besar itu.,Apa yang terbang menjauhi batu besar itu?
generate apa: Lalat keburu terbang menjauhi batu besar itu.,Apa yang Lalat keburu terbangi?
generate siapa: Katak merasa sangat kesal dan perutnya lapar.,Siapa yang merasa sangat kesal dan perut nya lapar?
generate siapa: Katak melihat seekor belalang hijau merumput tenang.,Siapa yang melihat seekor belalang hijau?
generate siapa: Belalang melompat sangat tinggi ke udara bebas.,Siapa yang melompat sangat tinggi ke udara bebas?
generate kemana: Belalang melompat sangat tinggi ke udara bebas.,Ke mana Belalang melompat ?
generate siapa: Belalang berpindah tempat dengan gerakan sangat cepat.,Siapa yang berpindah tempat dengan gerakan sangat cepat?
generate apa: Belalang berpindah tempat dengan gerakan sangat cepat.,Apa yang Belalang pindah dengan gerakan sangat cepat?
generate siapa: Katak ingin meniru gerakan tubuh belalang itu.,Siapa yang ingin meniru gerakan tubuh belalang itu?
generate siapa: Katak menarik kedua kaki belakangnya erat-erat kuat.,Siapa yang menarik kedua kaki belakang nya erat-erat kuat?
generate siapa: Katak menekan kakinya ke tanah basah licin.,Siapa yang menekan kaki nya ke tanah basah licin?
generate apa: Katak menekan kakinya ke tanah basah licin.,Apa yang Katak tekan ke tanah basah licin?
generate kemana: Katak menekan kakinya ke tanah basah licin.,Ke mana Katak menekan kaki nya?
generate siapa: Katak mendorong tubuhnya melesat ke arah atas.,Siapa yang mendorong melesat tubuh nya ke arah atas?
generate apa: Katak mendorong tubuhnya melesat ke arah atas.,Apa yang Katak dorong ke arah atas?
generate kemana: Katak mendorong tubuhnya melesat ke arah atas.,Ke mana Katak mendorong melesat tubuh nya?
generate apa: Tubuh katak melayang di atas rerumputan tanah.,Apa yang melayang di atas rerumputan tanah?
generate dimana: Tubuh katak melayang di atas rerumputan tanah.,Di mana Tubuh katak melayang ?
generate siapa: Katak mendarat agak jauh di depan sana.,Siapa yang mendarat agak jauh di depan sana?
generate dimana: Katak mendarat agak jauh di depan sana.,Di mana Katak mendarat ?
generate siapa: Katak melompat lagi ke arah gerombolan rerumputan.,Siapa yang melompat lagi ke arah gerombolan rerumputan?
generate kemana: Katak melompat lagi ke arah gerombolan rerumputan.,Ke mana Katak melompat ?
generate darimana: Lompatan kedua lebih tinggi dari lompatan pertama.,Dari mana  Lompatan ?
generate apa: Seekor nyamuk melintas di depan wajah katak.,Apa yang melintas di depan wajah katak?
generate dimana: Seekor nyamuk melintas di depan wajah katak.,Di mana Seekor nyamuk melintas ?
generate siapa: Katak melompat sambil menjulurkan lidahnya ke luar.,Siapa yang melompat menjulurkan lidah nya ke luar?
generate kemana: Katak melompat sambil menjulurkan lidahnya ke luar.,Ke mana Katak melompat menjulurkan lidah nya?
generate siapa: Katak berhasil menangkap nyamuk segar bergizi itu.,Siapa yang berhasil menangkap nyamuk segar?
generate siapa: Katak selalu menggunakan lompatan untuk berpindah tempat.,Siapa yang menggunakan berpindah tempat selalu?
generate apa: Burung-burung mengadakan pertemuan besar di tengah hutan.,Apa yang mengadakan pertemuan besar di tengah hutan?
generate apa: Burung-burung mengadakan pertemuan besar di tengah hutan.,Apa yang Burung-burung adakan di tengah hutan?
generate dimana: Burung-burung mengadakan pertemuan besar di tengah hutan.,Di mana Burung-burung mengadakan pertemuan besar?
generate apa: Tikus dan hewan darat juga mengadakan rapat.,Apa yang mengadakan rapat juga?
generate apa: Tikus dan hewan darat juga mengadakan rapat.,Apa yang Tikus dan hewan darat adakan juga?
generate siapa: Mereka berselisih tentang pemilik hutan sejati selamanya.,Siapa yang berselisih tentang pemilik hutan sejati selama nya?
generate siapa: Kelelawar bingung memilih kelompok yang dirasa benar.,Siapa yang bingung memilih kelompok yang dirasa benar?
generate apa: Kelelawar bingung memilih kelompok yang dirasa benar.,Apa yang Kelelawar bingung?
generate siapa: Kelelawar memiliki sayap lebar seperti seekor burung.,Siapa yang memiliki sayap lebar seekor burung?
generate apa: Kelelawar memiliki sayap lebar seperti seekor burung.,Apa yang Kelelawar miliki?
generate siapa: Kelelawar juga memiliki gigi tajam seperti tikus.,Siapa yang memiliki gigi tajam tikus juga?
generate apa: Kelelawar juga memiliki gigi tajam seperti tikus.,Apa yang Kelelawar miliki juga?
generate apa: Saat burung menang pertarungan kelelawar bergabung burung.,Apa yang menang bergabung burung?
generate apa: Saat burung menang pertarungan kelelawar bergabung burung.,Apa yang Saat burung menang?
generate siapa: Kelelawar memamerkan sayap lebarnya kepada kelompok burung.,Siapa yang memamerkan sayap lebar nya kepada kelompok burung?
generate apa: Kelelawar memamerkan sayap lebarnya kepada kelompok burung.,Apa yang Kelelawar pamerkan kepada kelompok burung?
generate apa: Saat hewan darat menang kelelawar pindah kelompok.,Apa yang menang pindah kelompok?
generate apa: Saat hewan darat menang kelelawar pindah kelompok.,Apa yang hewan darat menang?
generate siapa: Kelelawar menunjukkan gigi tajamnya kepada kelompok tikus.,Siapa yang menunjukkan gigi tajam nya kepada kelompok tikus?
generate apa: Kelelawar menunjukkan gigi tajamnya kepada kelompok tikus.,Apa yang Kelelawar tunjukkan kepada kelompok tikus?
generate apa: Kedua kelompok akhirnya mengetahui kecurangan si kelelawar.,Apa yang mengetahui kecurangan si kelelawar akhirnya?
generate apa: Kedua kelompok akhirnya mengetahui kecurangan si kelelawar.,Apa yang Kedua kelompok ketahui akhirnya?
generate apa: Raja elang mengusir kelelawar dari kelompok burung.,Apa yang mengusir kelelawar dari kelompok burung?
generate apa: Raja elang mengusir kelelawar dari kelompok burung.,Apa yang Raja elang usir dari kelompok burung?
generate darimana: Raja elang mengusir kelelawar dari kelompok burung.,Dari mana Raja elang mengusir kelelawar?
generate apa: Raja singa mengusir kelelawar dari kelompok darat.,Apa yang mengusir kelelawar dari kelompok darat?
generate apa: Raja singa mengusir kelelawar dari kelompok darat.,Apa yang Raja singa usir dari kelompok darat?
generate darimana: Raja singa mengusir kelelawar dari kelompok darat.,Dari mana Raja singa mengusir kelelawar?
generate siapa: Kelelawar merasa sangat malu dan sedih hatinya.,Siapa yang merasa sangat malu dan sedih hati nya?
generate siapa: Kelelawar terbang menjauh menuju gua gelap gulita.,Siapa yang terbang menjauh menuju gua gelap gulita?
generate siapa: Kelelawar bersembunyi di langit-langit gua batu itu.,Siapa yang bersembunyi di langit-langit gua batu itu?
generate dimana: Kelelawar bersembunyi di langit-langit gua batu itu.,Di mana Kelelawar bersembunyi ?
generate siapa: Kelelawar tidak ingin menatap hewan lain lagi.,Siapa yang ingin menatap hewan lain tidak lagi?
generate apa: Kelelawar tidak ingin menatap hewan lain lagi.,Apa yang Kelelawar tatap tidak lagi?
generate siapa: Kelelawar menggantungkan kedua kakinya di batu atap.,Siapa yang menggantungkan kedua kaki nya di batu atap?
generate apa: Kelelawar menggantungkan kedua kakinya di batu atap.,Apa yang Kelelawar gantungkan di batu atap?
